policy,policy_class,budget,scope,random_seed,denominator,detected,detection_rate,survivors,median_first_witness_rank,mean_first_witness_rank,project_macro_detection,function_macro_detection,attempts,compile_ready,prompt_families,median_detection,p2_5_detection,p97_5_detection
uniform_random_domain,stochastic,2,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
uniform_random_domain,stochastic,2,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
uniform_random_domain,stochastic,4,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
uniform_random_domain,stochastic,4,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
uniform_random_domain,stochastic,8,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
uniform_random_domain,stochastic,8,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
uniform_random_domain,stochastic,16,primary_fixture_passing_wrong,30_fixed_seeds,2,0.13333333333333333,0.06666666666666667,2,12.5,12.5,1.0,1.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,1.0
uniform_random_domain,stochastic,16,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.13333333333333333,0.06666666666666667,2,12.5,12.5,1.0,1.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,1.0
uniform_random_domain,stochastic,32,primary_fixture_passing_wrong,30_fixed_seeds,2,0.26666666666666666,0.13333333333333333,2,16.0,17.0,1.0,1.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,1.0
uniform_random_domain,stochastic,32,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.26666666666666666,0.13333333333333333,2,16.0,17.0,1.0,1.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,1.0
randomized_union_order,stochastic,1,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,1,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,2,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,2,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,4,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,4,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,8,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,8,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,16,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,16,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,32,primary_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
randomized_union_order,stochastic,32,low_density_fixture_passing_wrong,30_fixed_seeds,2,0.0,0.0,2,,,0.0,0.0,168,168,"{""P1"": 1, ""P2"": 1}",0.0,0.0,0.0
